Week,Rainfall(mm/week),CloudMovementSpeed(km/h),WindSpeed(km/h),SunlightDuration(hrs/day),ExtremeWeatherDays,SoilType,TerrainType,FertilizerType,FertilizerSuitability,SoilMoisture(%),CropType,Viability,GrowthGrade
9,30,18,9,11.5,0,Sandy,Upland,Organic,No,4,Corn,Not Viable,Poor
9,30,18,9,11.5,0,Sandy,Upland,NPK,Yes,6,Okra,Not Viable,Poor
9,30,18,9,11.5,0,Sandy,Upland,Ammonium Sulfate,No,1,Okra,Not Viable,Poor
9,30,18,9,11.5,0,Sandy,Slope,Not,No,0,Corn,Not Viable,Poor
9,30,18,9,11.5,0,Sandy,Slope,Organic,No,0,Corn,Not Viable,Poor
9,30,18,9,11.5,0,Sandy,Slope,NPK,Yes,0,Okra,Not Viable,Poor
9,30,18,9,11.5,0,Sandy,Slope,Ammonium Sulfate,No,0,Kangkung,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Lowland,Not,No,32,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Lowland,Organic,No,39,Okra,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Lowland,NPK,No,38,Kangkung,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Lowland,Ammonium Sulfate,No,31,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Upland,Not,No,24,Corn,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Upland,Organic,No,29,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Upland,NPK,No,23,Kangkung,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Upland,Ammonium Sulfate,No,29,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Slope,Not,No,11,Chili,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Slope,Organic,No,18,Chili,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Slope,NPK,No,12,Okra,Not Viable,Poor
9,30,18,9,11.5,0,Clay,Slope,Ammonium Sulfate,No,18,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Lowland,Not,No,23,Chili,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Lowland,Organic,Yes,26,Chili,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Lowland,NPK,No,25,Chili,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Lowland,Ammonium Sulfate,No,25,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Upland,Not,No,18,Corn,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Upland,Organic,Yes,11,Kangkung,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Upland,NPK,No,18,Kangkung,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Upland,Ammonium Sulfate,No,17,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Slope,Not,No,1,Sweet Potato,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Slope,Organic,Yes,8,Kangkung,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Slope,NPK,No,9,Kangkung,Not Viable,Poor
9,30,18,9,11.5,0,Loam,Slope,Ammonium Sulfate,No,8,Kangkung,Not Viable,Poor
10,10,12,5,12,0,Sandy,Lowland,Not,No,3,Kangkung,Not Viable,Poor
10,10,12,5,12,0,Sandy,Lowland,Organic,No,4,Okra,Not Viable,Poor
10,10,12,5,12,0,Sandy,Lowland,NPK,Yes,2,Kangkung,Not Viable,Poor
10,10,12,5,12,0,Sandy,Lowland,Ammonium Sulfate,No,9,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Sandy,Upland,Not,No,0,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Sandy,Upland,Organic,No,0,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Sandy,Upland,NPK,Yes,0,Chili,Not Viable,Poor
10,10,12,5,12,0,Sandy,Upland,Ammonium Sulfate,No,0,Okra,Not Viable,Poor
10,10,12,5,12,0,Sandy,Slope,Not,No,0,Chili,Not Viable,Poor
10,10,12,5,12,0,Sandy,Slope,Organic,No,0,Chili,Not Viable,Poor
10,10,12,5,12,0,Sandy,Slope,NPK,Yes,0,Kangkung,Not Viable,Poor
10,10,12,5,12,0,Sandy,Slope,Ammonium Sulfate,No,0,Okra,Not Viable,Poor
10,10,12,5,12,0,Clay,Lowland,Not,No,26,Corn,Not Viable,Poor
10,10,12,5,12,0,Clay,Lowland,Organic,No,23,Okra,Not Viable,Poor
10,10,12,5,12,0,Clay,Lowland,NPK,No,29,Kangkung,Not Viable,Poor
10,10,12,5,12,0,Clay,Lowland,Ammonium Sulfate,No,25,Chili,Not Viable,Poor
10,10,12,5,12,0,Clay,Upland,Not,No,17,Okra,Not Viable,Poor
10,10,12,5,12,0,Clay,Upland,Organic,No,18,Okra,Not Viable,Poor
10,10,12,5,12,0,Clay,Upland,NPK,No,13,Okra,Not Viable,Poor
10,10,12,5,12,0,Clay,Upland,Ammonium Sulfate,No,20,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Clay,Slope,Not,No,9,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Clay,Slope,Organic,No,5,Corn,Not Viable,Poor
10,10,12,5,12,0,Clay,Slope,NPK,No,8,Corn,Not Viable,Poor
10,10,12,5,12,0,Clay,Slope,Ammonium Sulfate,No,9,Corn,Not Viable,Poor
10,10,12,5,12,0,Loam,Lowland,Not,No,18,Corn,Not Viable,Poor
10,10,12,5,12,0,Loam,Lowland,Organic,Yes,18,Kangkung,Not Viable,Poor
10,10,12,5,12,0,Loam,Lowland,NPK,No,17,Chili,Not Viable,Poor
10,10,12,5,12,0,Loam,Lowland,Ammonium Sulfate,No,12,Okra,Not Viable,Poor
10,10,12,5,12,0,Loam,Upland,Not,No,5,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Loam,Upland,Organic,Yes,7,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Loam,Upland,NPK,No,2,Chili,Not Viable,Poor
10,10,12,5,12,0,Loam,Upland,Ammonium Sulfate,No,4,Sweet Potato,Not Viable,Poor
10,10,12,5,12,0,Loam,Slope,Not,No,0,Okra,Not Viable,Poor
10,10,12,5,12,0,Loam,Slope,Organic,Yes,0,Okra,Not Viable,Poor
10,10,12,5,12,0,Loam,Slope,NPK,No,0,Okra,Not Viable,Poor
10,10,12,5,12,0,Loam,Slope,Ammonium Sulfate,No,0,Kangkung,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Lowland,Not,No,13,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Lowland,Organic,No,8,Corn,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Lowland,NPK,Yes,13,Okra,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Lowland,Ammonium Sulfate,No,12,Kangkung,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Upland,Not,No,4,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Upland,Organic,No,2,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Upland,NPK,Yes,5,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Upland,Ammonium Sulfate,No,3,Kangkung,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Slope,Not,No,0,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Slope,Organic,No,0,Corn,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Slope,NPK,Yes,0,Corn,Not Viable,Poor
11,20,15,8,11.8,0,Sandy,Slope,Ammonium Sulfate,No,0,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Lowland,Not,No,27,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Lowland,Organic,No,32,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Lowland,NPK,No,27,Kangkung,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Lowland,Ammonium Sulfate,No,31,Kangkung,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Upland,Not,No,16,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Upland,Organic,No,18,Kangkung,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Upland,NPK,No,18,Corn,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Upland,Ammonium Sulfate,No,19,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Slope,Not,No,10,Okra,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Slope,Organic,No,10,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Slope,NPK,No,7,Kangkung,Not Viable,Poor
11,20,15,8,11.8,0,Clay,Slope,Ammonium Sulfate,No,8,Corn,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Lowland,Not,No,17,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Lowland,Organic,Yes,23,Corn,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Lowland,NPK,No,18,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Lowland,Ammonium Sulfate,No,18,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Upland,Not,No,9,Corn,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Upland,Organic,Yes,12,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Upland,NPK,No,8,Okra,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Upland,Ammonium Sulfate,No,13,Okra,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Slope,Not,No,0,Okra,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Slope,Organic,Yes,0,Sweet Potato,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Slope,NPK,No,0,Chili,Not Viable,Poor
11,20,15,8,11.8,0,Loam,Slope,Ammonium Sulfate,No,0,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Sandy,Lowland,Not,No,21,Sweet Potato,Not Viable,Poor
12,40,20,10,11,0,Sandy,Lowland,Organic,No,15,Chili,Not Viable,Poor
12,40,20,10,11,0,Sandy,Lowland,NPK,Yes,24,Sweet Potato,Not Viable,Poor
12,40,20,10,11,0,Sandy,Lowland,Ammonium Sulfate,No,19,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Sandy,Upland,Not,No,8,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Sandy,Upland,Organic,No,7,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Sandy,Upland,NPK,Yes,5,Corn,Not Viable,Poor
12,40,20,10,11,0,Sandy,Upland,Ammonium Sulfate,No,13,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Sandy,Slope,Not,No,2,Sweet Potato,Not Viable,Poor
12,40,20,10,11,0,Sandy,Slope,Organic,No,3,Corn,Not Viable,Poor
12,40,20,10,11,0,Sandy,Slope,NPK,Yes,0,Corn,Not Viable,Poor
12,40,20,10,11,0,Sandy,Slope,Ammonium Sulfate,No,1,Okra,Not Viable,Poor
12,40,20,10,11,0,Clay,Lowland,Not,No,40,Okra,Not Viable,Poor
12,40,20,10,11,0,Clay,Lowland,Organic,No,43,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Clay,Lowland,NPK,No,45,Sweet Potato,Not Viable,Poor
12,40,20,10,11,0,Clay,Lowland,Ammonium Sulfate,No,44,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Clay,Upland,Not,No,29,Sweet Potato,Not Viable,Poor
12,40,20,10,11,0,Clay,Upland,Organic,No,34,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Clay,Upland,NPK,No,32,Corn,Not Viable,Poor
12,40,20,10,11,0,Clay,Upland,Ammonium Sulfate,No,30,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Clay,Slope,Not,No,17,Corn,Not Viable,Poor
12,40,20,10,11,0,Clay,Slope,Organic,No,18,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Clay,Slope,NPK,No,20,Okra,Not Viable,Poor
12,40,20,10,11,0,Clay,Slope,Ammonium Sulfate,No,25,Corn,Not Viable,Poor
12,40,20,10,11,0,Loam,Lowland,Not,No,34,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Loam,Lowland,Organic,Yes,31,Okra,Viable,Poor
12,40,20,10,11,0,Loam,Lowland,NPK,No,33,Chili,Not Viable,Poor
12,40,20,10,11,0,Loam,Lowland,Ammonium Sulfate,No,30,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Loam,Upland,Not,No,16,Okra,Not Viable,Poor
12,40,20,10,11,0,Loam,Upland,Organic,Yes,24,Corn,Not Viable,Poor
12,40,20,10,11,0,Loam,Upland,NPK,No,18,Kangkung,Not Viable,Poor
12,40,20,10,11,0,Loam,Upland,Ammonium Sulfate,No,18,Corn,Not Viable,Poor
12,40,20,10,11,0,Loam,Slope,Not,No,6,Okra,Not Viable,Poor
12,40,20,10,11,0,Loam,Slope,Organic,Yes,10,Sweet Potato,Not Viable,Poor
12,40,20,10,11,0,Loam,Slope,NPK,No,14,Okra,Not Viable,Poor
12,40,20,10,11,0,Loam,Slope,Ammonium Sulfate,No,10,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Lowland,Not,No,27,Chili,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Lowland,Organic,No,25,Chili,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Lowland,NPK,Yes,22,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Lowland,Ammonium Sulfate,No,21,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Upland,Not,No,12,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Upland,Organic,No,11,Sweet Potato,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Upland,NPK,Yes,19,Chili,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Upland,Ammonium Sulfate,No,16,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Slope,Not,No,2,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Slope,Organic,No,2,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Slope,NPK,Yes,8,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Sandy,Slope,Ammonium Sulfate,No,9,Corn,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Lowland,Not,No,50,Sweet Potato,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Lowland,Organic,No,47,Corn,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Lowland,NPK,No,49,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Lowland,Ammonium Sulfate,No,40,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Upland,Not,No,32,Sweet Potato,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Upland,Organic,No,39,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Upland,NPK,No,40,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Upland,Ammonium Sulfate,No,37,Chili,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Slope,Not,No,21,Sweet Potato,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Slope,Organic,No,27,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Slope,NPK,No,24,Sweet Potato,Not Viable,Poor
13,50,22,12,10.5,1,Clay,Slope,Ammonium Sulfate,No,30,Chili,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Lowland,Not,No,31,Corn,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Lowland,Organic,Yes,33,Okra,Viable,Poor
13,50,22,12,10.5,1,Loam,Lowland,NPK,No,34,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Lowland,Ammonium Sulfate,No,31,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Upland,Not,No,24,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Upland,Organic,Yes,22,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Upland,NPK,No,22,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Upland,Ammonium Sulfate,No,29,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Slope,Not,No,12,Kangkung,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Slope,Organic,Yes,17,Okra,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Slope,NPK,No,16,Chili,Not Viable,Poor
13,50,22,12,10.5,1,Loam,Slope,Ammonium Sulfate,No,11,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Lowland,Not,No,11,Corn,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Lowland,Organic,No,9,Corn,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Lowland,NPK,Yes,16,Okra,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Lowland,Ammonium Sulfate,No,8,Corn,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Upland,Not,No,5,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Upland,Organic,No,7,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Upland,NPK,Yes,7,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Upland,Ammonium Sulfate,No,3,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Slope,Not,No,0,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Slope,Organic,No,0,Kangkung,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Slope,NPK,Yes,0,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Sandy,Slope,Ammonium Sulfate,No,0,Kangkung,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Lowland,Not,No,32,Okra,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Lowland,Organic,No,36,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Lowland,NPK,No,34,Okra,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Lowland,Ammonium Sulfate,No,36,Kangkung,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Upland,Not,No,18,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Upland,Organic,No,18,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Upland,NPK,No,18,Kangkung,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Upland,Ammonium Sulfate,No,19,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Slope,Not,No,11,Kangkung,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Slope,Organic,No,14,Kangkung,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Slope,NPK,No,17,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Clay,Slope,Ammonium Sulfate,No,14,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Lowland,Not,No,23,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Lowland,Organic,Yes,18,Okra,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Lowland,NPK,No,21,Corn,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Lowland,Ammonium Sulfate,No,27,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Upland,Not,No,12,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Upland,Organic,Yes,12,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Upland,NPK,No,16,Chili,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Upland,Ammonium Sulfate,No,9,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Slope,Not,No,0,Sweet Potato,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Slope,Organic,Yes,7,Kangkung,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Slope,NPK,No,3,Corn,Not Viable,Poor
14,25,16,7,11.9,0,Loam,Slope,Ammonium Sulfate,No,7,Okra,Not Viable,Poor
15,15,14,6,12,0,Sandy,Lowland,Not,No,10,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Sandy,Lowland,Organic,No,10,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Sandy,Lowland,NPK,Yes,3,Okra,Not Viable,Poor
15,15,14,6,12,0,Sandy,Lowland,Ammonium Sulfate,No,12,Corn,Not Viable,Poor
15,15,14,6,12,0,Sandy,Upland,Not,No,0,Okra,Not Viable,Poor
15,15,14,6,12,0,Sandy,Upland,Organic,No,0,Corn,Not Viable,Poor
15,15,14,6,12,0,Sandy,Upland,NPK,Yes,0,Chili,Not Viable,Poor
15,15,14,6,12,0,Sandy,Upland,Ammonium Sulfate,No,0,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Sandy,Slope,Not,No,0,Chili,Not Viable,Poor
15,15,14,6,12,0,Sandy,Slope,Organic,No,0,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Sandy,Slope,NPK,Yes,0,Sweet Potato,Not Viable,Poor
15,15,14,6,12,0,Sandy,Slope,Ammonium Sulfate,No,0,Okra,Not Viable,Poor
15,15,14,6,12,0,Clay,Lowland,Not,No,26,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Clay,Lowland,Organic,No,29,Corn,Not Viable,Poor
15,15,14,6,12,0,Clay,Lowland,NPK,No,24,Chili,Not Viable,Poor
15,15,14,6,12,0,Clay,Lowland,Ammonium Sulfate,No,28,Sweet Potato,Not Viable,Poor
15,15,14,6,12,0,Clay,Upland,Not,No,15,Corn,Not Viable,Poor
15,15,14,6,12,0,Clay,Upland,Organic,No,19,Okra,Not Viable,Poor
15,15,14,6,12,0,Clay,Upland,NPK,No,17,Okra,Not Viable,Poor
15,15,14,6,12,0,Clay,Upland,Ammonium Sulfate,No,15,Chili,Not Viable,Poor
15,15,14,6,12,0,Clay,Slope,Not,No,4,Okra,Not Viable,Poor
15,15,14,6,12,0,Clay,Slope,Organic,No,7,Sweet Potato,Not Viable,Poor
15,15,14,6,12,0,Clay,Slope,NPK,No,9,Chili,Not Viable,Poor
15,15,14,6,12,0,Clay,Slope,Ammonium Sulfate,No,6,Sweet Potato,Not Viable,Poor
15,15,14,6,12,0,Loam,Lowland,Not,No,17,Corn,Not Viable,Poor
15,15,14,6,12,0,Loam,Lowland,Organic,Yes,16,Sweet Potato,Not Viable,Poor
15,15,14,6,12,0,Loam,Lowland,NPK,No,17,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Loam,Lowland,Ammonium Sulfate,No,18,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Loam,Upland,Not,No,8,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Loam,Upland,Organic,Yes,6,Chili,Not Viable,Poor
15,15,14,6,12,0,Loam,Upland,NPK,No,11,Sweet Potato,Not Viable,Poor
15,15,14,6,12,0,Loam,Upland,Ammonium Sulfate,No,6,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Loam,Slope,Not,No,1,Okra,Not Viable,Poor
15,15,14,6,12,0,Loam,Slope,Organic,Yes,0,Okra,Not Viable,Poor
15,15,14,6,12,0,Loam,Slope,NPK,No,0,Kangkung,Not Viable,Poor
15,15,14,6,12,0,Loam,Slope,Ammonium Sulfate,No,0,Kangkung,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Lowland,Not,No,21,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Lowland,Organic,No,18,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Lowland,NPK,Yes,18,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Lowland,Ammonium Sulfate,No,14,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Upland,Not,No,7,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Upland,Organic,No,11,Sweet Potato,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Upland,NPK,Yes,9,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Upland,Ammonium Sulfate,No,10,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Slope,Not,No,2,Sweet Potato,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Slope,Organic,No,0,Kangkung,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Slope,NPK,Yes,2,Sweet Potato,Not Viable,Poor
16,35,19,11,11.2,0,Sandy,Slope,Ammonium Sulfate,No,0,Sweet Potato,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Lowland,Not,No,39,Kangkung,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Lowland,Organic,No,37,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Lowland,NPK,No,42,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Lowland,Ammonium Sulfate,No,42,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Upland,Not,No,26,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Upland,Organic,No,24,Sweet Potato,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Upland,NPK,No,29,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Upland,Ammonium Sulfate,No,30,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Slope,Not,No,17,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Slope,Organic,No,21,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Slope,NPK,No,14,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Clay,Slope,Ammonium Sulfate,No,22,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Lowland,Not,No,28,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Lowland,Organic,Yes,24,Sweet Potato,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Lowland,NPK,No,29,Sweet Potato,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Lowland,Ammonium Sulfate,No,28,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Upland,Not,No,16,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Upland,Organic,Yes,13,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Upland,NPK,No,22,Corn,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Upland,Ammonium Sulfate,No,18,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Slope,Not,No,7,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Slope,Organic,Yes,6,Okra,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Slope,NPK,No,6,Chili,Not Viable,Poor
16,35,19,11,11.2,0,Loam,Slope,Ammonium Sulfate,No,7,Chili,Not Viable,Poor
17,130,36,20,8,2,Sandy,Lowland,Not,No,68,Kangkung,Not Viable,Poor
17,130,36,20,8,2,Sandy,Lowland,Organic,No,69,Corn,Not Viable,Poor
17,130,36,20,8,2,Sandy,Lowland,NPK,Yes,65,Okra,Viable,Good
17,130,36,20,8,2,Sandy,Lowland,Ammonium Sulfate,No,63,Chili,Not Viable,Poor
17,130,36,20,8,2,Sandy,Upland,Not,No,56,Chili,Not Viable,Poor
17,130,36,20,8,2,Sandy,Upland,Organic,No,58,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Sandy,Upland,NPK,Yes,59,Chili,Viable,Good
17,130,36,20,8,2,Sandy,Upland,Ammonium Sulfate,No,56,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Sandy,Slope,Not,No,45,Chili,Not Viable,Poor
17,130,36,20,8,2,Sandy,Slope,Organic,No,44,Okra,Not Viable,Poor
17,130,36,20,8,2,Sandy,Slope,NPK,Yes,41,Chili,Viable,Poor
17,130,36,20,8,2,Sandy,Slope,Ammonium Sulfate,No,41,Okra,Not Viable,Poor
17,130,36,20,8,2,Clay,Lowland,Not,No,82,Chili,Not Viable,Poor
